key,tier,displayName,trials,matchedNames,roles,pageStructuralAnchor,confirmedByUniiOrInchikey,reason
K1:UD4O8TY7RW,2,Digitalis Purpurea Whole,4,Digitalis; digitalis,intervention; otherName,unii:UD4O8TY7RW,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UDM7Q7QWP8,2,Benazepril,22,Benazepril; Benazepril HCl 40 mg Tablets; Benazepril Hydrochloride Tablets; Benazepril hydrochloride; Lotensin,intervention; otherName,unii:UDM7Q7QWP8; inchikey:XPCFTKFZXHTYIP-PMACEKPBSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UDX9AKS7GM,2,ARSANILIC ACID,4,AS-101,intervention,unii:UDX9AKS7GM; inchikey:XKNKHVGWJDPIRJ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UE5K2FNS92,3,Orteronel,18,Orteronel; Orteronel (TAK 700); TAK-700; orteronel,intervention; otherName,unii:UE5K2FNS92; inchikey:OZPFIJIOIVJZMN-SFHVURJKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UE856F2T78,2,Chondrus Crispus Carrageenan,6,Carraguard (PC-515),intervention,unii:UE856F2T78,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UEC0H0URSE,3,Patupilone,20,EPO906; EPO906 (Patupilone); EPO906 (epothilone B); EPO906 (patupilone); Patupilone,intervention; otherName,unii:UEC0H0URSE; inchikey:QXRSDHAAWVKZLJ-PVYNADRNSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UEJ4E476ZP,3,Sprifermin,5,AS902330; Sprifermin; Sprifermin (AS902330); Sprifermin (AS902330) 10 mcg,intervention,unii:UEJ4E476ZP,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UF599785JZ,1,Fentanyl,612,25 mcg fentanyl; 40 µg fentanyl; 50ug fentanyl; ACTIQ (Oral Transmucosal Fentanyl Citrate [OTFC]); ACTIQ (Oral transmucosal fentanyl citrate),intervention; otherName; stored,unii:59H156XY46; inchikey:PJMPHNIQZUBGLI-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UFB8CT84JS,3,SAR-566658,2,SAR566658; SAR566658 (ACT14884),intervention,unii:UFB8CT84JS,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UFE666UELY,3,ICARITIN,9,Icaritin,intervention,unii:UFE666UELY; inchikey:TUUXBSASAQJECY-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UFH8805FKA,1,St John's wort,19,St John's Wort; St John's wort; St. John's Wort; St. John's Wort 600 mg; St. John's wort,intervention; otherName,unii:UFH8805FKA,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UG5KU6AQ0Z,3,PI-0824,1,PI-0824,intervention,unii:UG5KU6AQ0Z,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UG7PAX5TS3,3,PF-05150122,1,PF-05150122,intervention,unii:UG7PAX5TS3; inchikey:OGBDDOBYHJYBFF-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UG97LO5M8Y,3,Tesetaxel,11,Tesetaxel,intervention,unii:UG97LO5M8Y; inchikey:MODVSQKJJIBWPZ-VLLPJHQWSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UGM0326TXX,2,Levomilnacipran,53,"F2695; FETZIMA®; Fetzima; HCL (Savella), Milnacipran; Levomilnacipran",intervention; otherName,unii:371U2ZK31U; inchikey:GJJFMKBJSRMPLA-DZGCQCFKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UGX2V7MGMZ,3,Larsucosterol,6,DUR-928; DUR-928 (Moderate AH); DUR-928 150 mg; DUR-928 30 mg; Larsucosterol,intervention,unii:71A5JOPBE8; inchikey:PIUZYOCNZPYXOA-ZHHJOTBYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UH95VD7V76,2,Oxacillin,11,"Oxacillin; Oxacillin,; oxacillin",intervention; otherName,unii:G0V6C994Q5; inchikey:UWYHMGVUTGAWSP-JKIFEVAISA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UI1U1MYH09,3,Darapladib,22,"Darapladib; Darapladib (SB480848); Darapladib 160 mg; SB 480848, tablets; SB-480848",intervention; otherName,unii:UI1U1MYH09; inchikey:WDPFJWLDPVQCAJ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UI82K0T627,2,Lofexidine,38,LUCEMYRA (lofexidine) tablets; Lofexidine; Lofexidine (Positive Control); Lofexidine 0.18 MG; Lofexidine HCL,intervention; otherName,unii:V47G1SDI1B; inchikey:KSMAGQUYOIHWFS-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UJ0ZJ76DO9,3,Gusperimus,2,Gusperimus; NKT-01,intervention,unii:QZS4144IO0; inchikey:IDINUJSAMVOPCM-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UK4JEM5WVX,3,PBT-434,3,PBT434,otherName,unii:UK4JEM5WVX; inchikey:LQNHWKHRUWSYBK-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UK749B4S16,3,Osivelotor,8,GBT021601; Osivelotor,intervention,unii:UK749B4S16; inchikey:NIWBSQAKKNNWBT-AWEZNQCLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UK9AK2IN1P,3,NVX-COV2373,15,NVX-CoV2373; NVX-CoV2373 (5μg); NVX-Cov2373; TAK-019,intervention; otherName,unii:UK9AK2IN1P,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UKI9MLD5OI,3,DOM,11,AB 154; AB154,intervention; otherName,unii:45X7OU8C4J; inchikey:NTJQREUGJKIARY-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UKJ8GGS7PP,3,YCT-529,2,YCT-529,intervention,unii:UKJ8GGS7PP; inchikey:QLXSCDXZOYRDAX-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UL1984YRKA,1,Ompenaclid,2,Ompenaclid; ompenaclid,intervention,unii:UL1984YRKA; inchikey:KMXXSJLYVJEBHI-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:ULS0NT2D68,3,Necuparanib,1,Necuparanib,intervention,unii:ULS0NT2D68,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:ULS5I8J03O,1,Olsalazine,1,olsalazine,intervention,unii:ULS5I8J03O; inchikey:QQBDLJCYGRGAKP-FOCLMDBBSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:ULW86O013H,1,Oxiglutatione,1258,BSS Plus; METHOTREXATE; Methotrexate; Methotrexate (ARM with Bortezomib); Methotrexate (IT),intervention; otherName,unii:ULW86O013H; inchikey:YPZRWBKMTBYPTK-BJDJZHNGSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UM20QQM95Y,2,Ifosfamide,322,Ifex; Ifex®; Ifosfamide; ifosfamide; ifosfamide;,intervention; otherName,unii:UM20QQM95Y; inchikey:HOMGKSMUEGBAAB-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UM2XKY25DH,2,"NORELGESTROMIN, (E)-",7,EVRA ™; Evra; Ortho Evra; Ortho Evra (R); Ortho Evra®,otherName; stored,unii:UM2XKY25DH; inchikey:ISHXLNHNDMZNMC-VTKCIJPMSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UM3821998K,3,Bradanicline,4,Bradanicline; TC-5619,intervention,unii:UM3821998K; inchikey:OXKRFEWMSWPKKV-GHTZIAJQSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UM4VY7ZEC9,3,Nanrilkefusp alfa,3,Nanrilkefusp Alfa; Nanrilkefusp alfa,intervention,unii:UM4VY7ZEC9,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UMD07X179E,1,Certolizumab pegol,113,CDP870; CDP870 100mg; CDP870 200mg; Certolizumab Pegol; Certolizumab Pegol (CDP870),intervention; otherName,unii:UMD07X179E,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UMD7G2653W,2,Ibandronic acid,51,1.0mg ibandronic acid; BONVIVA(ibandronate) injection; Bonviva; Bonviva®; Ibandronate,intervention; otherName,unii:J12U072QL0; inchikey:MPBVHIBUJCELCL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UMF554N5FG,3,Tacedinaline,3,CI-994; tacedinaline,intervention,unii:UMF554N5FG; inchikey:VAZAPHZUAVEOMC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UNY2TQA40E,3,Brontictuzumab,4,Brontictuzumab; OMP-52M51; brontictuzumab,intervention,unii:UNY2TQA40E,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UO2PIV2K4C,3,.ALPHA.-L-ARABINOPYRANOSE,1,L-arabinose,intervention,unii:UO2PIV2K4C; inchikey:SRBFZHDQGSBBOR-QMKXCQHVSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UO870O6MFS,3,Pegozafermin,6,Pegozafermin,intervention; otherName,unii:UO870O6MFS,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UOI4FT57BZ,3,Broccoli,3,Broccoli,intervention,unii:UOI4FT57BZ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UOW2C71PG5,1,Inclisiran,60,100 mg inclisiran sodium (equivalent to 94.5 mg inclisiran); ALN-PCSSC; Inclisiran; Inclisiran (Leqvio®) 300mg; Inclisiran Sodium,intervention; otherName,unii:UOW2C71PG5,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UP75WH4QKM,3,Glecirasib,5,Glecirasib; Glecirasib Citrate Tablets; glecirasib,intervention; otherName,unii:UP75WH4QKM; inchikey:QRRJEUIQLZNPIO-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UP7QBP99PN,2,Apremilast,143,Apremilast; Apremilast (CC-10004); Apremilast 10mg; Apremilast 20 mg; Apremilast 20mg,intervention; otherName,unii:UP7QBP99PN; inchikey:IMOZEMNVLZVGJZ-QGZVFWFLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UP9K666A04,3,Camidanlumab,5,ADCT-301,intervention; otherName,unii:UP9K666A04,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UPB5G360MA,3,CX1739,1,CX1739 - 300 mg,intervention,unii:UPB5G360MA,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UPF5CJ93X7,1,Melanotan II,1,Melanotan II (MT-II),intervention,unii:UPF5CJ93X7; inchikey:JDKLPDJLXHXHNV-MFVUMRCOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UPN4ITI8T4,2,Trimetrexate,17,Trimetrexate glucuronate; trimetrexate glucuronate,stored,unii:L137U4A79K; inchikey:NOYPYLRCIDNJJB-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UQ6CV583Q3,3,FLUCICLATIDE,4,(18)Fluciclatide; Fluciclatide; Fluciclatide Injection; Fluciclatide Injection - (AH111585 (F18)),intervention,unii:UQ6CV583Q3; inchikey:VXFFXZSNVKXXIB-SCSBXPEDSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UQC681JJIV,3,BMS-275183,3,BMS-275183; BMS-275183 (oral taxane),intervention,unii:UQC681JJIV; inchikey:AHXICHPPXIGCBN-GPWPDEGDSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UQT9G45D1P,2,Halothane,1,Halothane,intervention,unii:UQT9G45D1P; inchikey:BCQZXOMGPXTTIC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:URQ2517572,1,Alfacalcidol,29,Alfacalcidol; Alfacalcidol 0.0005 MG; Alfacalcidol 0.5 MCG Oral Capsule; Alfacalcidol 1 MCG Oral Capsule; Alfacalcidol Oral Solution,intervention; otherName,unii:URQ2517572; inchikey:OFHCOWSQAMBJIW-AVJTYSNKSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:URS0374MIV,3,Ripertamab,3,ripertamab,intervention,unii:URS0374MIV,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:URX2UMQ8XV,1,CONTELTINIB,1,Conteltinib,otherName,unii:URX2UMQ8XV; inchikey:NPJCURIANJMFEO-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UT0S826Z60,3,URIDINE TRIPHOSPHATE,3,INS316; Uridine Triphosphate,intervention,unii:UT0S826Z60; inchikey:PGAVKCOVUIYSFO-XVFCMESISA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UT59FF4T5X,3,Dacetuzumab,9,SGN-40; SGN-40 (anti-huCD40 mAb),intervention,unii:UT59FF4T5X,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UT99UG9QJX,2,Eflapegrastim,7,Eflapegrastim; SPI-2012,intervention,unii:UT99UG9QJX,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UT99UG9QJX#xnst,2,Eflapegrastim-Xnst,2,HM10460A,otherName,unii:UT99UG9QJX,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UTI65JH23L,3,Galegenimab,2,Galegenimab,intervention,unii:UTI65JH23L,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UU226QGU97,3,Imeglimin,8,Imeglimin,intervention,unii:UU226QGU97; inchikey:GFICWFZTBXUVIG-SCSAIBSYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UU4P8NE7UR,3,VSV-GP128,1,VSV-GP128,intervention,unii:UU4P8NE7UR,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UU55190C8S,3,ARQ-621,1,ARQ 621,intervention,unii:UU55190C8S; inchikey:UPJSUQWHUVLLNW-XMMPIXPASA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UU81N77RI7,3,Commiphora Myrrha Whole,1,First aid,intervention,unii:UU81N77RI7,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UVG3B5TZN3,3,Farletuzumab ecteribulin,4,Farletuzumab Ecteribulin; Farletuzumab ecteribulin; MORAb-202,intervention,unii:UVG3B5TZN3,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UVI40IC2GN,3,[11C]-CARFENTANIL,3,11C-Carfentanil; [11C]-carfentanil; [11C]Carfentanil,intervention; otherName,unii:UVI40IC2GN; inchikey:YDSDEBIZUNNPOB-JVVVGQRLSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UVJ7NL8S2P,2,Imlifidase,20,HMED-IdeS; IdeS; IdeS (0.25 mg/kg); IdeS® (Imlifidase); Imlifidase,intervention; otherName,unii:UVJ7NL8S2P,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UW86K581WY,1,Capsicum Oleoresin,79,Capsaicin; Capsaicin (Intramucosal Injection); Capsaicin 0.1%; Capsaicin 0.1% Cream; Capsaicin cream,intervention; otherName,unii:UW86K581WY,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UWU93Y99R3,3,Lampalizumab,7,FCFD4514S; Lampalizumab,intervention,unii:UWU93Y99R3,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UX17773O15,3,Avoralstat,2,avoralstat,intervention,unii:UX17773O15; inchikey:TUWMKPVJGGWGNL-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UX33I93GLS,3,Barusiban,3,Barusiban; Barusiban (FE 200440),intervention,unii:UX33I93GLS; inchikey:UGNGRKKDUVKQDF-IHOMMZCZSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UX6OWY2V7J,1,Codeine Anhydrous,28,Codeine; Codeine (30 mg); Codeine (first trial); Codeine Phosphate; Codeine Sulfate,intervention; otherName,unii:11QV9BS0CB; inchikey:OROGSEYTTFOCAN-DNJOTXNNSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UXX2N5V39P,3,Ecklonia Cava,2,PH100; PH100 100mg,intervention; otherName,unii:UXX2N5V39P,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UY9LQ8P6HW,2,Odesivimab,3,Inmazeb; Inmazeb®,intervention; otherName,unii:UY9LQ8P6HW,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UYB6UOF69L,2,Maralixibat,24,LUM001; LUM001 (Maralixibat); Livmarli; Livmarli Oral Solution; Maralixibat,intervention; otherName; stored,unii:UYB6UOF69L; inchikey:STPKWKPURVSAJF-LJEWAXOPSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UYE03B60KA,3,Otaplimastat,2,Otaplimastat (SP-8203),otherName,unii:UYE03B60KA; inchikey:SJZBPVOSFYUHFV-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UYE4T5I70X,2,Dexlansoprazole,47,Dexilant; Dexlansoprazole; Dexlansoprazole 60 MG; Dexlansoprazole 60 mg; Dexlansoprazole Delayed Release Capsules,intervention; otherName,unii:UYE4T5I70X; inchikey:MJIHNNLFOKEZEW-RUZDIDTESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UZ54216N0Y,3,Apitegromab,6,Apitegromab,intervention,unii:UZ54216N0Y,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UZ77T1VFBM,3,Sepantronium,12,Sepantronium Bromide; YM 155; YM155,intervention,unii:7H5Q4J1CM5; inchikey:OTSOOHRUMBRSHZ-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UZX645YZ46,2,Mexiletine,26,Mexiletine; Mexiletine 167 mg; Mexiletine hydrochloride; Namuscla; Oral Capsule Mexiletine (IR),intervention,unii:UZX645YZ46; inchikey:VLPIATFUUWWMKC-JTQLQIEISA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:UZX80K71OE,1,Eszopiclone,93,Eszopiclone; Eszopiclone (Lunesta); Eszopiclone 1 mg; Eszopiclone 2 mg; Eszopiclone 3 mg,intervention; otherName,unii:UZX80K71OE; inchikey:GBBSUAFBMRNDJC-INIZCTEOSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V00Y10W60W,3,Lintuzumab,11,Lintuzumab (SGN-33); lintuzumab,intervention,unii:V00Y10W60W,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V038D626IF,1,Ashwagandha,18,Ashwagandha; Ashwagandha (Withnia somnifera),intervention; otherName,unii:V038D626IF,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V0551986XQ,2,Astacus Astacus,1,Allergies,otherName,unii:V0551986XQ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V06SV4M95S,2,Homosalate,2,Homosalate,otherName,unii:V06SV4M95S; inchikey:WSSJONWNBBTCMG-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V0LH498RFO,2,Ozenoxacin,1,Ozenoxacin,intervention,unii:V0LH498RFO; inchikey:XPIJWUTXQAGSLK-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V0Q46LFE6F,3,Temuterkib,9,LY 3214996; LY3214996,intervention; otherName,unii:34M62WSA87; inchikey:JNPRPMBJODOFEC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V0S6H36980,3,Micrurus Corallinus Venom,1,Edema,intervention,unii:V0S6H36980,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V0XQ564M2L,3,BMS-986156,2,BMS 986156; BMS-986156,intervention; otherName,unii:V0XQ564M2L,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V16D2ZT7DT,3,PR-104,5,PR-104,intervention; otherName,unii:V16D2ZT7DT; inchikey:GZSOKPMDWVRVMG-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V1I29R0RJQ,2,Arsenic Trihydride,5,Arsenic; Oral Arsenic,intervention; otherName,unii:V1I29R0RJQ; inchikey:RBFQJDQYXXHULB-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V1JK16Y2JP,3,Doxifluridine,1,doxifluridine,intervention,unii:V1JK16Y2JP; inchikey:ZWAOHEXOSAUJHY-ZIYNGMLESA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V1L22WVE2S,1,Zileuton,18,ZYFLO CR; Zileuton; Zileuton injection; Zyflo®; zileuton,intervention; otherName,unii:V1L22WVE2S; inchikey:MWLSOWXNZPKENC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V1V998DC17,2,Garlic,5,Allium Sativum; Allium sativum; Garlic; garlic,intervention; stored,unii:V1V998DC17,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V20IVC0OGQ,3,Fazirsiran,5,Fazirsiran; Fazirsiran Injection,intervention; otherName,unii:V20IVC0OGQ,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
K1:V247P5H4E1,3,EMOXYPINE,5,Ethylmethylhydroxypyridine Succinate,otherName,unii:2R985002CT; inchikey:JPGDYIGSCHWQCC-UHFFFAOYSA-N,no,"ClinicalTrials.gov publishes no UNII, InChIKey or structure on any study record, so a registry link can never be confirmed by rule (a) or (b)."
