key,printed_name,reason,evidence
K1:Q8HN1T482A,Chamaecyparis Lawsoniana Fruiting Twig,"material, not a medicine",GSRS substance class structurallyDiverse
K1:Q8U62QA2SU,Aristolochia Debilis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:Q9142E7QBS,Quisqualis Indica Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:Q954GT7P3G,Hottonia Palustris Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:Q95C157M3I,Eggshell,"material, not a medicine",GSRS substance class structurallyDiverse
K1:Q9L0O73W7L,Coconut Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QBN8K7055X,Aspergillus Terreus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QBR70R4FBK,Queen's Delight,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QD244ZH5CA,Lactobacillus Kefiri,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QDB7SF78HO,Platycladus Orientalis Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QDL83WN8C2,Sepia Officinalis Juice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QE1QX6B99R,Peanut,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QFC21096ON,Lactiplantibacillus Plantarum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QG07G580U0,Artemisia Abrotanum Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QGY289M89Q,Oryctolagus Cuniculus Adrenal Gland,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QH060TH2D2,Rosa Chinensis Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QH89N6B02U,Chinese Rhubarb,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QHD0E51VON,"Serum, Horse","material, not a medicine",GSRS substance class structurallyDiverse
K1:QHH4HVF5QE,Convallaria Majalis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QI56415283,Hepatitis C Virus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QI7G114Y98,Echinacea Purpurea,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QN24CZ7D5J,Pinus Halepensis Resin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QN3KF95M7M,Abroma Augustum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QNS6W5US1Z,Veratrum Album Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QOI241B01F,Carpinus Betulus Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QQ00BED0DV,Quercus Garryana Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QQ0CA9T239,Canarium Album Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QQ55NF53RR,Macitegtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QQF931PRWK,Human Placental Tissue,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QR44N9XPJQ,Drosera Rotundifolia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QT8A71T9BM,Verbena Officinalis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QTA2A5N6BE,Iltamiocel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QU52J3A5B3,Salix Nigra Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QV1358E70N,Sus Scrofa Rectum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QVY0X8DRIA,Ecklonia Radiata,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QX10HYY4QV,Sesame Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QYU9ZKY99Q,Physostigma Venenosum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:QZ239038YC,Centaurea Cyanus Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R0120Z3YIC,Prosopis Velutina Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R043510RPK,Midsize Squid,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R0519OZO3K,Gelsemium Sempervirens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R06VWT372T,Aristolochia Cymbifera Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R0835E18NH,Lifileucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R0AD5705HC,Hortaea Werneckii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R0EM8D5HFD,Mycobacterium Tuberculosis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R0G6QEU3M0,Helianthemum Nummularium Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R1786Y8H66,Cladosporium Bruhnei,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R1H893D80E,Vitis Vinifera Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R23QIR6YBA,Ruehssia Cundurango Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R2BZ24VRD8,Rememulgene arelactibac,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R2M88A4HSI,Bos Taurus Artery,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R2P4NKP3ZK,Streptococcus Equinus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R2U3SU5R9H,Trovocabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R2ZFR12IQ9,Dalea Foliolosa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R3617MQA5Z,Litsea Cubeba Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R39QJV700E,Torreya Grandis Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R3NBG8914U,Barley Malt,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R40XM3HU5X,Origanum Majorana,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R44IWB3RN5,Soy Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R48E2W2LMO,Passiflora Incarnata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R533ESO2EC,Coal Tar,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R53V5F950S,Tsuga Canadensis Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R55VQ87DP3,Ephedra Distachya Flowering Twig,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R5CJD8SH2N,Pozetaldogene ormesparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R5I1HK0UBL,Geranium Robertianum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R5NU4HS40U,Apalone Turtle,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R5X46L79RV,Zaftuclenegene piruparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R60QEP13IC,Rice Bran,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R61WE960SF,Bromus Ramosus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R6H8O3GVL9,Rumex Obtusifolius Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R6KCX5H8I2,Fraxinus Excelsior Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R6PI58X44M,Jerusalem Artichoke,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R763EBH88T,Hydrastis Canadensis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R7D54R07N5,Sars-Cov,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R7QMG0BT2W,Quercus Robur Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R85W246Z1C,Saccharomyces Lysate,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R88254608W,Symplocarpus Foetidus Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R889N2L976,Betula Occidentalis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R9HH0NDE2E,Influenza A Virus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R9JBC6687X,Picea Pungens Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R9N3379M4Z,Sunflower Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:R9XLF1R1WM,Frankincense,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RB8MSD888P,Stapuldencel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RC38362Q7M,Fraxinus Excelsior Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RCU76P419D,Leek,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RD86XHH46N,Marnetegragene Autotemcel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RDA5AKV23D,Streptococcus Pneumoniae Type 11a Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:REM6A5QMC0,Moringa Oleifera Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RH0WP583U3,Sedum Roseum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RHH784E0K6,Rhus Glabra,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RI2K1BMA8B,Saponaria Officinalis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RKA0GWXVH6,Peptostreptococcus Anaerobius DNA,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RLE491K17W,Edible Rock Crab,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RM13YIU944,Schisandra Chinensis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RN8P45F92A,Honeydew,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RP8496915M,Ononis Campestris,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RP8X0ZB061,Lactobacillus Crispatus Strain CTV-05,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RPX7J99EXW,Atlantic Cod,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RQ2CFA7WWJ,Damiana,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RQ7YY49K9Q,Amanita Muscaria Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RR83T99U97,Ligusticum Sinense SUBSP. Chuanxiong Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RS704ZO5ZL,Crateva Magna Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RU34139IYL,Summer Savory,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RUE8E6T4NB,Aloe Vera Leaf Juice,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RV23PE6426,Magnolia Grandiflora Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RX18M46K8L,Ambrosia Psilostachya Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:RZ8DCR7A94,voxeralgagene autotemcel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S003A158SB,Cinchona Officinalis Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S0QQA41760,Malva Neglecta Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S0U63B0Q51,Carica Papaya Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S125N1F5X5,Vespula Vulgaris Venom Protein,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S13FA2GQG9,Ceratostigma Willmottianum Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S1F1DY68CA,Alnus Viridis Subsp. Crispa Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S242WH4US3,Mangifera Indica Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S256WJ3OFQ,Bos Taurus Colostrum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S2D77IH61R,Frangula,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S2EGO8116S,Pemlimogene merolisbac,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S2RRP2SH5H,Nadravaleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S3Q2347PKA,Human Ligament,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S3Q2X90SUF,Paeonia Officinalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S46HJ3710D,Morella Cerifera Root Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S4R7X48WED,Coccinia Grandis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S51J6N56M7,Eladocagene exuparvovec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S5249Q85HW,Quassia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S53L777GM8,Exagamglogene autotemcel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S546YLW6E6,Eucalyptus Globulus Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S5TX5E9EWP,Volamcabtagene durzigedleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S61JFZ33Z1,Sus Scrofa Intestinal Mucosa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S6FVH88J8W,Danio Rerio Egg,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S6G2NLH4Y7,Bos Taurus Hypothalamus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S6JJH3XV1D,Yersinia Pestis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S72O3284MS,Gentian,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S7B7C89JD6,Borrelia Afzelii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S7E6K05K7Z,Angelica Archangelica Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S7PW24BX20,Phleum Pratense Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S7YTV04R8O,Sus Scrofa Ovary,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S81N5ILG2E,Strophanthus Gratus Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S84466IK8U,Delphinium Staphisagria Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S8A4X05W7J,Juniperus Pinchotii Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S8O01I9YLZ,Prune,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S8SJ19N2NX,Senna Pods,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S935718Z2Q,Aronia Melanocarpa Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S96N10R972,Cinchona Pubescens Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S9J80L3D1U,Pelareorep,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S9RCU94DF3,Actaea Cimicifuga Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S9T422Q956,Yellow Dock,"material, not a medicine",GSRS substance class structurallyDiverse
K1:S9Y4B22U2E,Chionanthus Virginicus Root Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SA8AR2W4ER,Matricaria Chamomilla Flowering Top Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SAS9Z1SVUK,Ginger Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SBF43SK8KT,Oryctolagus Cuniculus Ligament,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SC5767R2RD,Cinnamomum Verum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SCB8J7LS3T,Poa Pratensis Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SCJ765569P,Holy Basil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SDS87L369F,Avocado,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SFK828Q2DE,Hydrangea,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SI6O3IW77Z,Adeps Suillus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SJO6NF5H81,Smilax Ornata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SK54I0S386,Streptococcus Pneumoniae Type 14 Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SL4SX1O487,Arabinogalactan,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SL7A75J492,Betula Papyrifera Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SMN5E7TJ9C,Etuvetidigene Autotemcel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SMR633LHTC,Bambusa Vulgaris Stem,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SMV71DDI4T,Bos Taurus Parathyroid Gland,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SN66MTE33Q,Hedeoma Pulegioides Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SQI2NBY9KR,Alfalfa Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SV56YUK3ER,Chaenomeles Japonica Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SVW19ET93C,Quercus Rubra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SWI8UOC4GS,Fagus Sylvatica Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SWK9Y7E9EN,Aegle Marmelos Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SY49TH8VUA,Passiflora Edulis Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SYW0QUB89Y,Pumpkin,"material, not a medicine",GSRS substance class structurallyDiverse
K1:SZH16H44UY,Juniper Berry Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T013HM08S0,Luffa Operculata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T0311VH21D,Taxus Baccata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T069R9OPVG,Penicillium Camemberti,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T07U1161SV,Hamamelis Virginiana Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T0920P9Z9A,Sus Scrofa Stomach,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T0R5DY1ZII,Tangelo,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T1PE06G0VE,Camellia Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T1UG6H6805,Cramp Bark,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T213OA3BGR,Epimedium Pubescens Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T2K08L297Q,Ulmus Glabra Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T2ZFF62NQ9,Elzocabtagene autoleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T306U9V415,Alopecurus Pratensis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T36L9N7Q1H,Platanus Orientalis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T444G60821,Coleus Amboinicus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T47L342B3C,Aristolochia Clematitis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T4GYX3110D,Neisseria Meningitidis Group A Capsular Polysaccharide Tetanus Toxoid Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T4L5881Y68,Perilla Frutescens Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T538276W1L,Isatis Tinctoria Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T53SBG6741,Hippophae Rhamnoides Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T5L8T28FGP,Mineral Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T67520T45F,Mycobacterium Phlei,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T6NI39QU44,Chlamydia Trachomatis,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T6O227OX7Q,Streptococcus Pneumoniae Type 12f Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T6VR38UJ9I,Yucca Filamentosa,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T7J046YI2B,Bryonia,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T8678F0P0Q,Trichoderma Viride,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T8F3MOB0CG,Streptococcus Thermophilus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T8L6O1KSB4,Schinus Molle Fruiting Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T90A7M66YF,Iberis Amara Seed,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T90W4582DU,Aralia Racemosa Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T94T602XJN,Camelus Bactrianus Hair,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T95771X2XI,Lamium Album Flowering Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T9F9ZW799A,Oryctolagus Cuniculus Pituitary Gland,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T9GHE8H4RX,Gibberella Zeae,"material, not a medicine",GSRS substance class structurallyDiverse
K1:T9O10FB50M,Human Amniotic Membrane,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TA501QD69R,Sus Scrofa Jejunum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TB08NIC03W,Sus Scrofa Tonsil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TBW53313S7,Botrytis Cinerea,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TC0HGR44VW,Rickettsia Typhi,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TD1MUT01Q7,Hemp,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TG711Q7A1Q,Lycium Chinense Fruit,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TGD87RII2U,Fig,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TGJ6YZC4W7,Streptococcus Pneumoniae Type 4 Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TGO054E31O,Trichothecium Roseum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TGR919EN5P,Cryptosporidium Parvum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:THP9ML4NTZ,Cretostimogene grenadenorepvec,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TJ55Y9N2M4,Plantago Lanceolata Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TJH4LL437H,Northern Brown Shrimp,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TJR6B3R47P,Millet,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TJR6ZFY0F0,Legionella Pneumophila,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TKD8LH0X2Z,Reishi,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TM54L796SN,Human Adenovirus B Serotype 7 Strain 55142 Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TO6G4140YA,Diplacus Aurantiacus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TOQ97Z8644,Bos Taurus Hair,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TP69J995TW,Ceratostigma Willmottianum Flower,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TPL549N9R8,Pleospora Tarda,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TRS31EO6ZN,Bos Taurus Bone,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TRW2FUF47H,Althaea Officinalis Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TRZ1AA965O,Propionibacterium Acnes,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TTE3RU7P5P,Conium Maculatum Root,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TTV12P4NEE,Xanthan Gum,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TU8J357395,Vaccinia Virus Modified Strain Ankara-Bavarian Nordic Non-Replicating Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TVS414L9M5,Rickettsia Prowazekii,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TW30IQ6PZU,Erigeron Breviscapus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TWH5125Q6F,Lycopus Virginicus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TX1ER5UV3T,Pinus Strobus Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TX4WI0A6XL,Robinia Pseudoacacia Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TY68V0X4KL,Pilocarpus Microphyllus Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TZ0BE8I3MW,Rosa Rugosa Flower Bud,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TZ4NQ2GZH7,Rhodocactus Grandifolius Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:TZ8Z31B35M,Cochineal,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U09W5JOL3Z,Helicobacter Pylori,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U0NQ8555JD,Aconitum Napellus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U15XY7ZYHG,Bellis Perennis Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U1E9VSB2K2,Streptococcus Pneumoniae Type 22f Capsular Polysaccharide Diphtheria Crm197 Protein Conjugate Antigen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U1W3U02EW0,Oxalis Acetosella Leaf,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U2AI3H2J5Y,Ambrosia Acanthicarpa Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U2DP30V5YZ,Ceanothus Thyrsiflorus Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U2I8T43Y7R,Axicabtagene ciloleucel,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U319SC75NA,Oolong Tea,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U364V64HUN,"Human Sputum, Bordetella Pertussis Infected","material, not a medicine",GSRS substance class structurallyDiverse
K1:U37N0S910T,Camellia Japonica Seed Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U3HSK5JC0Q,Clary Sage,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U432IW51PC,Brassica Napus SUBSP. Napus Oil,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U4B223LS4X,Jacobaea Maritima,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U5EF7W487E,Cryptomeria Japonica Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U5V5MUD1KD,Hepatitis C Immune Globulin (HUMAN),"material, not a medicine",GSRS substance class structurallyDiverse
K1:U68X8SD44Q,Almond Mushroom,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U6P1SV66LA,Uncaria Tomentosa Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U6Z259H815,Helminthosporium Solani,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U751HEX436,Rubella Virus,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U755Q6LFAH,Populus Tremula Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U8I5N8Q01B,Baccharis Pilularis Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U8O5LNX3QT,Ceratostigma Willmottianum Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:U946SH95EE,Milk Thistle,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UA63Y8U89U,Balsam Pear,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UBW6O1H50I,Iva Angustifolia Pollen,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UD4O8TY7RW,Digitalis Purpurea Whole,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UD50RBY30F,Blond Psyllium,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UDA30A2JJY,Hamamelis Virginiana Top,"material, not a medicine",GSRS substance class structurallyDiverse
K1:UE77B10IIY,Bos Taurus Cartilage,"material, not a medicine",GSRS substance class structurallyDiverse
