key,page,name,from_kind,to_kind,source,rule,reason
K1:VV3HN9ZPB5,Follitropin alfa,follicle stimulating hormone,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:076WHW89TW, K1:8FYM5179QJ, K1:QR8T22JM5W"
K1:VV3HN9ZPB5,Follitropin alfa,follitropin,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:076WHW89TW, K1:8FYM5179QJ"
K1:VV3HN9ZPB5,Follitropin alfa,fostimon,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:8FYM5179QJ
K1:VV3HN9ZPB5,Follitropin alfa,r-fsh,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:8FYM5179QJ
K1:VV3HN9ZPB5,Follitropin alfa,r-hfsh,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:8FYM5179QJ
K1:VV3HN9ZPB5,Follitropin alfa,recfsh,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:8FYM5179QJ, K1:QR8T22JM5W"
K1:VV3HN9ZPB5,Follitropin alfa,recombinant follicle stimulating hormone,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:076WHW89TW, K1:8FYM5179QJ, K1:QR8T22JM5W"
K1:VV3HN9ZPB5,Follitropin alfa,recombinant fsh,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:076WHW89TW, K1:8FYM5179QJ, K1:QR8T22JM5W"
K1:VV3HN9ZPB5,Follitropin alfa,recombinant human follicle stimulating hormone,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:8FYM5179QJ
K1:VV3HN9ZPB5,Follitropin alfa,rfsh,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:076WHW89TW, K1:2M2GGL7HUP, K1:8FYM5179QJ"
K1:VW78417PU1,TECHNETIUM TC 99M PENTETATE,boostrix,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:7A314HQM0I, K1:K3W1N8YP13"
K1:VW78417PU1,TECHNETIUM TC 99M PENTETATE,diphtheria and tetanus toxoids and acellular pertussis vaccine,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:7A314HQM0I
K1:VW78417PU1,TECHNETIUM TC 99M PENTETATE,diphtheria toxoid,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:7A314HQM0I, K1:IRH51QN26H"
K1:VW78417PU1,TECHNETIUM TC 99M PENTETATE,diphtheria-tetanus-acellular pertussis vaccine,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:7A314HQM0I
K1:VZ8RRZ51VK,Tobramycin,le/t,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:YEH1EZ96K6
K1:VZ8RRZ51VK,Tobramycin,tobradex ophthalmic suspension,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZ8RRZ51VK,Tobramycin,tobramycin inhalation powder,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZ8RRZ51VK,Tobramycin,tobramycin inhalation solution,salt,brand,open-targets,S18-1d-FORM-STRING-IS-A-PRODUCT,a dosage-form string a register records as a product name
K1:VZ8RRZ51VK,Tobramycin,tobramycin inhaled solution,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZ8RRZ51VK,Tobramycin,tobramycin nebuliser solution,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZ8RRZ51VK,Tobramycin,Tobramycin Sulfate in Sodium Chloride 0.9% in Plastic Container,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:VZ8RRZ51VK,Tobramycin,Tobramycin Ophthalmic Solution,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZ8RRZ51VK,Tobramycin,Tobramycin Inhalation Solution Pak,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZ8RRZ51VK,Tobramycin,TOBRAMYCIN SOLUTION,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZ8RRZ51VK,Tobramycin,Nebcin / Tobrex / Tobramycin Sulfate (Pharmacy Bulk) / Tobramycin Sulfate in Sodium Chloride 0.9% in Plastic Container / Bethkis / Tobi Podhaler,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:VZI5B1W380,Oxcarbazepine,oxcarbazepine 300 mg/5ml oral suspension,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:VZI5B1W380,Oxcarbazepine,Oxcarbazepine Extended Release Tablets,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W00LYS4T26,Manganese Sulfate (H2MnO5S),Bestmade Natural Products Manganese Sulfate (Mang Sulf),salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W00LYS4T26,Manganese Sulfate (H2MnO5S),Bm Manganese Sulfate (Mang Sulf),salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W00LYS4T26,Manganese Sulfate (H2MnO5S),Manganum Sulphuricum / Bestmade Natural Products Manganese Sulfate (Mang Sulf) / Bm Manganese Sulfate (Mang Sulf),salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W108RK810P,FERRIC GLUCONATE TRIHYDRATE (C18H39FeO24),sodium ferric gluconate,salt,common,open-targets,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W13O82Z7HL,Dosulepin,Dothiepin hcl,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W1D68QW48M,Enterobius Vermicularis,PARATHYROID DROPS,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W2X096QY97,Trimethobenzamide,Trimethobenzamide hydrochloride preservative free,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W2X096QY97,Trimethobenzamide,Trimethobenzamide Hydrochloride / Tigan / Trimethobenzamide Hydrochloride Preservative Free / Tigan(R) (Trimethobenzamide Hydrochloride),salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W2ZU1RY8B0,Camellia Sinensis Leaf,Gaezoa Cream,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W2ZU1RY8B0,Camellia Sinensis Leaf,Eelhoe Quick Sun Stick Protection Bar / Eelhoe Mole Reduce Essence / Gaezoa Cream / Jaysuing Moisturiser Sun Stick / Healmusz Healthy Feet,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W36ZG6FT64,Sirolimus,everolimus,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:9HW64Q8G6G
K1:W36ZG6FT64,Sirolimus,mtor inhibitors,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:9HW64Q8G6G
K1:W36ZG6FT64,Sirolimus,npc-12g gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W36ZG6FT64,Sirolimus,sirolimus for injection (albumin-bound),salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W3XP4529RW,"MOLINDONE, (R)-",Moban / Molindone Hydrochloride,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W4888I119H,TARTARIC ACID,Tartrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W4888I119H,TARTARIC ACID,Potassium Tartrate Hemihydrate,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W4HFE001U5,Tenofovir Anhydrous,Tenofovir hydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W4HFE001U5,Tenofovir Anhydrous,Tenofovir monohydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W4HFE001U5,Tenofovir Anhydrous,emtricitabine/tenofovir,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:G70B4ETF4S
K1:W4HFE001U5,Tenofovir Anhydrous,tdf,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:F4YU4LON7I
K1:W4HFE001U5,Tenofovir Anhydrous,tenofovir df,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:F4YU4LON7I
K1:W4HFE001U5,Tenofovir Anhydrous,tenofovir disoproxil,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:F4YU4LON7I
K1:W4HFE001U5,Tenofovir Anhydrous,tenofovir disoproxil fumarate,salt,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:F4YU4LON7I
K1:W4HFE001U5,Tenofovir Anhydrous,tenofovir/emtricitabine,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:G70B4ETF4S
K1:W4HFE001U5,Tenofovir Anhydrous,tfv,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:F4YU4LON7I
K1:W4HFE001U5,Tenofovir Anhydrous,tfv gel,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W4RT71M1YD,Dazostinag,TAK-676 sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W4RT71M1YD,Dazostinag,TAK676 SODIUM,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W53L6FE61V,Methylergometrine,ergometrine,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:1JQS135EYN, K1:WH41D8433D"
K1:W5O50S8A59,Letibotulinumtoxina,botulinum toxin a,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:E211KPY694
K1:W5O50S8A59,Letibotulinumtoxina,botulinum toxin type a,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:0A6JH35GMQ, K1:E211KPY694"
K1:W6J1279A6K,Solanum Dulcamara Flower,DULCAMARA,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W6KX9E6D8X,UREA C 13,pyloplus urea breath test system,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W6YJ85G6YG,Tonlamarsen,ION-904 SODIUM,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W6YJ85G6YG,Tonlamarsen,ION904 SODIUM,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W72I5ZT78Z,Loracarbef Anhydrous,Anhydrous loracarbef,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W72I5ZT78Z,Loracarbef Anhydrous,Loracarbef monohydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W72I5ZT78Z,Loracarbef Anhydrous,LY-163892 MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W72I5ZT78Z,Loracarbef Anhydrous,LY163892 MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W75590VPKQ,Methenolone Acetate (C22H32O3),Metenolone acetate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W75590VPKQ,Methenolone Acetate (C22H32O3),Methenolone 17-acetate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W75590VPKQ,Methenolone Acetate (C22H32O3),Oral primobolan,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W8N8R55022,Beef Liver,LIVER DROPS,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W8N8R55022,Beef Liver,"HEPAR (LIVER) PENTAS 7X, 11X, 18X, 30X",salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W8O17SJF3T,Memantine,Memantine hydrochloride component of namzaric,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W8O17SJF3T,Memantine,mm,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:50SG953SK6
K1:W8O17SJF3T,Memantine,MEMANTINE HYDROCHLORIDE ORAL,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W8O17SJF3T,Memantine,Memantine Hydrochloride / Namenda,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W8S3YM7AUU,Betanidine,Bethanidine sulphate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W9BB98U6HP,Urofollitropin,follicle stimulating hormone,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:076WHW89TW, K1:8FYM5179QJ, K1:QR8T22JM5W"
K1:W9BB98U6HP,Urofollitropin,fsh,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:8FYM5179QJ, K1:QR8T22JM5W"
K1:W9WZN9A0GM,Benzoyl Peroxide,Anhydrous benzoyl peroxide,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W9WZN9A0GM,Benzoyl Peroxide,Gppe lotio gel,salt,drop,chembl,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:W9WZN9A0GM,Benzoyl Peroxide,Hydrous benzoyl peroxide,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:W9YXS298BM,Tubocurarine,Tubarine pentahydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WAT0DDB505,Calcium Sulfate (UNII WAT0DDB505),Calcium Sulfate Anhydrous,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WAT0DDB505,Calcium Sulfate (UNII WAT0DDB505),Calcium Sulfate Dihydrate,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WB84F9658Q,Picofosforic Acid,Picofosfate de sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WB84F9658Q,Picofosforic Acid,Picofosfate sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WCK1KIQ23Q,Chlortetracycline,Chlortet hcl,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WE98HW412B,Laminaria Japonica,Houkea Rapid Mole Spot Elimination Gel,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WE98HW412B,Laminaria Japonica,Houkea Rapid Mole Spot Elimination Gel / Lung Formula 2104 / Jba Joint Revive the Legend I / Jba Joint Revive Tm the Legend Caffe Latte / Oxy Bee Pollen Liquescence 3012,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WH41D8433D,Ergometrine,Ergotrate maleate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WI638GUS96,Dexpramipexole,KNS-760704 ANHYDROUS,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WI638GUS96,Dexpramipexole,SND-919CL2X MONOHYDRATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WIQ1H85SYP,Sodium Salicylate (C7H5NaO3),Salicylate sodium,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WIQ1H85SYP,Sodium Salicylate (C7H5NaO3),Salicylic acid sodium salt,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WIX31ZPX66,Tioguanine,Thioguanine anhydrous,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WIX31ZPX66,Tioguanine,Thioguanine hemihydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WJ0UJ9716F,Phytonadiol Diphosphate,Phylloquinone dihydro form sodium diphosphate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WJ0UJ9716F,Phytonadiol Diphosphate,Phytonadiol disodium diphosphate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WJ68R08KX9,Travoprost,second generation travoprost intracameral implant,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WJ68R08KX9,Travoprost,travacom,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:5JKY92S7BR
K1:WJ68R08KX9,Travoprost,travoprost intracameral implant,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WJ68R08KX9,Travoprost,travoprost intraocular implant,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WJ68R08KX9,Travoprost,ttfc,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:5JKY92S7BR
K1:WJ68R08KX9,Travoprost,Travoprost Ophthalmic Solution,salt,brand,existing,S18-1d-FORM-STRING-IS-A-PRODUCT,a dosage-form string a register records as a product name
K1:WJ68R08KX9,Travoprost,TRAVOPROST INTRACAMERAL,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WJ68R08KX9,Travoprost,"Travoprost Ophthalmic Solution, 0.004%",salt,brand,existing,S18-1d-FORM-STRING-IS-A-PRODUCT,a dosage-form string a register records as a product name
K1:WJ68R08KX9,Travoprost,"Travoprost Ophthalmic Solution USP, 0.004% Travoprost",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WJ68R08KX9,Travoprost,"TRAVOPROST OPHTHALMIC SOLUTION USP, 0.004%",salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WJ6CA3ZU8B,Sofosbuvir,sof/vel,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:KCU0C7RS7Z
K1:WJA5UO9E10,Orelabrutinib,btki,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:1X70OSD4VX, K1:AG9MHG098Z, K1:I42748ELQW"
K1:WK2XYI10QM,Ibuprofen,Ibuprofen sodium component of combogesic iv,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WK2XYI10QM,Ibuprofen,Sodium ibuprofen dihydrate,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WKM56H3TLB,Bulevirtide,myrcludex b,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:JA8K50N04H
K1:WLN5FGH1CY,Fadolmidine,Radolmidine hydrochloride,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WN1479YT50,Tecarfarin,ATI-5923 SODIUM SALT,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WOH1JD9AR8,Olaparib,olaparib tablets,salt,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WOH1JD9AR8,Olaparib,parp inhibitors,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:01O4K0631N, K1:8237F3U7EH, K1:8375F9S90C"
K1:WOH1JD9AR8,Olaparib,parpi,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:01O4K0631N, K1:8237F3U7EH, K1:8375F9S90C"
K1:WPY40FTH8K,Xylometazoline,Otrivin hydrochloride,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WPY40FTH8K,Xylometazoline,Xylomet hcl,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WR2TIP26VS,Abacavir,abc/3tc,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:2T8Q726O95
K1:WR2TIP26VS,Abacavir,lamivudine,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:2T8Q726O95, K1:6RGF96R053, K1:DKO1W9H7M1"
K1:WR2TIP26VS,Abacavir,1592U89 SULFATE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WR2TIP26VS,Abacavir,Abacavir sulfate component of epzicom,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WR2TIP26VS,Abacavir,Abacavir sulfate component of kivexa,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WR2TIP26VS,Abacavir,Abacavir sulfate component of triumeq,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WR2TIP26VS,Abacavir,Abacavir sulfate component of trizivir,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WR2TIP26VS,Abacavir,Abacavir sulfate racemic,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WR2TIP26VS,Abacavir,Abacavir || Dolutegravir || Lamivudine,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WS7LR3I1D6,Sulfur Hexafluoride,sulfur hexafluoride lipid microspheres,common,drop,open-targets,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WS821Z52LQ,Triamterene,TRIAMTERENE CAPSULES,salt,drop,existing,S18-1d-FORM-STRING-NO-PRODUCT,a dosage-form string no register records as a product name
K1:WT6247U6PX,Propiram,Dl-propiram fumarate,salt,common,open-targets,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WT87C52TJZ,Moexipril,Moexipril hydrochloride component of uniretic,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WT87C52TJZ,Moexipril,Moexipril Hydrochloride / Univasc,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WTT295HSY5,Dulaglutide,glp-1 ra,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:53AXN4NNHX, K1:839I73S42A, K1:9P1872D4OL"
K1:WTT295HSY5,Dulaglutide,glp-1ra,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,"a registry-derived name that is the recorded name of K1:53AXN4NNHX, K1:839I73S42A, K1:9P1872D4OL"
K1:WUB601BHAA,Dimethyltryptamine,No marketed product. The principal psychoactive constituent of ayahuasca; SPL026 and similar synthetic DMT fumarate formulations are in clinical trials,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WV5EC51866,Sibutramine,Sibutramine hydrochloride civ,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WVU7R99FQ6,Technetium (99mtc) etarfolatide,ec20,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K2:YZSIZVRFVQKMJU-RDGPPVDQSA-N
K1:WXR179L51S,Isosorbide,gossypol,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:8DY2X8LXW4
K1:WXR179L51S,Isosorbide,r-(-)-gossypol,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:8DY2X8LXW4
K1:WXR179L51S,Isosorbide,r-(-)-gossypol acetic acid,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K2:LJKDPUCDUDLUOM-UHFFFAOYSA-N
K1:WYD79216A6,Tenapanor,AZD1722 hydrochloride,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WYD79216A6,Tenapanor,AZD-1722 HYDROCHLORIDE,salt,common,chembl,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WYQ7N0BPYC,Acetylcysteine,bromac,common,drop,open-targets,S18-1a-REGISTRY-NAME-OF-ANOTHER-PAGE,a registry-derived name that is the recorded name of K1:U182GP2CF3
K1:WZG3J2MCOL,Granisetron,Granisetron Hydrochloride Preservative Free,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
K1:WZG3J2MCOL,Granisetron,Granisetron Hydrochloride / Kytril / Granisetron Hydrochloride Preservative Free / Sustol / Sancuso / Granisol,salt,common,existing,S18-1c-NOT-A-SALT-FORM,not this record's own name plus a counter-ion
